TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WHPI,WECS,QMWT,LSGA,LSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WCFT,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,MBK,EBK,TKLV,FRZR,TDBR,MDBR,MCRT,MGAS,TCRT,TSLP,PPM,RRCA,RRCB,RRCO,WFLB
21870,9.08139801,175.4656982,175.3799438,175.3800354,175.5682526,175.5681305,494.5580444,990.1146851,9.104761124,9.104761124,0,0,0,0,142.1461182,0,46.35995483,40.21150589,0,2765.399658,2765.399658,0,0,22.27803421,10.48459148,10.48457527,-0.108295798,-0.216591597,14.17166328,14.1714716,0,0,0,175.4656982,0,5.894641399,0.085754395,0.085669629,0,6.123045921,1.145746589,150.9326935,0.145919904,366.4515991,0,40.21150589,0,0,0,0,0,-6.751639843,2.087147713,0.960354567,-6.149999619,-9.854137421,0.769348204,0.769534886,179.1509705,179.1511078,179.1511078,177.3084564,0,0,0,19.2420845,47.53420639,0.032999996,0.044,2724980,47441972,247.9529724,0,3.13927E-05,14650.05176,495874.7813,5.030813694,0.119172484,0,0,0,158758.25,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944507,0.029974738,0.029964661,0
21880,9.080942154,175.4635773,175.3796082,175.3796997,175.563858,175.5637207,494.5580444,990.114563,9.103758812,9.103758812,0,0,0,0,142.0198059,0,46.40762329,40.17890549,0,2765.397705,2765.397705,0,0,22.27475548,10.48456955,10.48455334,-0.105770141,-0.211540282,14.17140293,14.1712122,0,0,0,175.4635773,0,5.882009506,0.083974205,0.083889432,0,6.127383232,1.145685077,150.9659119,0.145900965,366.509613,0,40.17890549,0,0,0,0,0,-6.751639843,2.087111473,0.960358739,-6.149999619,-9.854169846,0.769248486,0.769421637,179.1483154,179.1484528,179.1484528,177.3060608,0,0,0,19.2624321,47.58027649,0.032999996,0.044,2725602.25,47462488,248.3634949,0,3.13927E-05,14699.58887,495874.7813,5.037278175,0.119349048,0,0,0,158869.9375,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944507,0.029974734,0.029964659,0
21890,9.080507278,175.4615784,175.3792725,175.3793488,175.5594482,175.5593109,494.5580444,990.114563,9.102779388,9.102779388,0,0,0,0,141.8936005,0,46.45524597,40.14642715,0,2765.395996,2765.395996,0,0,22.27178383,10.48454857,10.48453236,-0.103244491,-0.206488982,14.17115688,14.17096519,0,0,0,175.4615784,0,5.86938858,0.082312696,0.082227923,0,6.13172102,1.145623565,150.9991455,0.145881221,366.5624084,0,40.14642715,0,0,0,0,0,-6.751639843,2.087077379,0.960362673,-6.149999619,-9.854199409,0.769148707,0.769318938,179.1458282,179.1459503,179.1459503,177.3038177,0,0,0,19.28278351,47.6263504,0.032999996,0.044,2726223.75,47483004,248.7742767,0,3.13927E-05,14749.17871,495874.7813,5.043746471,0.119525731,0,0,0,158981.5313,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944507,0.029974734,0.029964659,0
21900,9.080095291,175.4596863,175.3790131,175.3791046,175.5550385,175.5549164,494.5579529,990.114563,9.101822853,9.101822853,0,0,0,0,141.7675018,0,46.50283051,40.11408234,0,2765.394043,2765.394043,0,0,22.26881218,10.48452759,10.48451138,-0.100735903,-0.201471806,14.17091084,14.17071915,0,0,0,175.4596863,0,5.856778622,0.080668136,0.080583364,0,6.136057377,1.145561457,151.0323792,0.145861208,366.6149902,0,40.11408234,0,0,0,0,0,-6.751639843,2.087044954,0.960366428,-6.149999619,-9.85422802,0.769048989,0.769216299,179.1434326,179.1435394,179.1435394,177.301651,0,0,0,19.30313301,47.67243576,0.032999996,0.044,2726845,47503520,249.185257,0,3.13927E-05,14798.81934,495874.7813,5.050218105,0.119702503,0,0,0,159092.9375,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974734,0.029964658,0
21910,9.079703331,175.4578705,175.3790131,175.3791046,175.5509491,175.550827,494.5579529,990.114502,9.100889206,9.100889206,0,0,0,0,141.6415253,0,46.55036545,40.08184814,0,2765.392334,2765.392334,0,0,22.26553154,10.48450851,10.4844923,-0.098227322,-0.196454644,14.17067814,14.17048645,0,0,0,175.4578705,0,5.844181061,0.078854032,0.078769259,0,6.140395164,1.145499945,151.0656128,0.145841002,366.6724854,0,40.08184814,0,0,0,0,0,-6.751639843,2.087014198,0.960370183,-6.149999619,-9.854255676,0.768949389,0.769102991,179.1410675,179.1411896,179.1411896,177.2995758,0,0,0,19.32348633,47.7185173,0.032999996,0.044,2727465.75,47524032,249.5964661,0,3.13927E-05,14848.51172,495874.7813,5.056692123,0.119879343,0,0,0,159204.3281,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974733,0.029964656,0
21920,9.079334259,175.4561768,175.3790131,175.3791046,175.546875,175.5467682,494.5579529,990.1148071,9.099979401,9.099979401,0,0,0,0,141.515686,0,46.59785461,40.04973984,0,2765.390869,2765.390869,0,0,22.26245689,10.48448753,10.48447132,-0.095718741,-0.191437483,14.17043209,14.1702404,0,0,0,175.4561768,0,5.831597805,0.077158615,0.077073842,0,6.144732475,1.145438313,151.0988464,0.145820484,366.7264099,0,40.04973984,0,0,0,0,0,-6.751639843,2.086985111,0.9603737,-6.149999619,-9.854281425,0.76884973,0.768996775,179.1388855,179.1389923,179.1389923,177.2976227,0,0,0,19.34383583,47.76461411,0.032999996,0.044,2728086.5,47544548,250.0080414,0,3.13927E-05,14898.25586,495874.7813,5.06317234,0.120056279,0,0,0,159315.7031,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974742,0.029964661,0
21930,9.078986168,175.4545593,175.3790131,175.3791046,175.5428162,175.5426941,494.5579529,990.1148071,9.099093437,9.099093437,0,0,0,0,141.3899536,0,46.64530182,40.0177536,0,2765.389404,2765.389404,0,0,22.25958633,10.48446846,10.48445225,-0.093244284,-0.186488569,14.1702137,14.17002201,0,0,0,175.4545593,0,5.819023609,0.075547963,0.075463191,0,6.149069309,1.145376325,151.1320648,0.145799547,366.7767944,0,40.0177536,0,0,0,0,0,-6.751639843,2.086957693,0.960376978,-6.149999619,-9.854305267,0.76875025,0.768897653,179.1367798,179.1368866,179.1368866,177.2957611,0,0,0,19.36420631,47.81070709,0.032999996,0.044,2728707,47565064,250.4200897,0,3.13927E-05,14948.05176,495874.7813,5.069652557,0.120233394,0,0,0,159426.8125,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974742,0.029964661,0
21940,9.078660011,175.4530487,175.3792419,175.3793182,175.5390167,175.5389099,494.5579529,990.1146851,9.098233223,9.098233223,0,0,0,0,141.264328,0,46.69270706,39.98588562,0,2765.387939,2765.387939,0,0,22.2564106,10.48445034,10.48443413,-0.090769827,-0.181539655,14.16999435,14.16980267,0,0,0,175.4530487,0,5.806460857,0.073818631,0.073733859,0,6.15340662,1.145314693,151.1652985,0.145777702,366.8320618,0,39.98588562,0,0,0,0,0,-6.751639843,2.086931944,0.960380197,-6.149999619,-9.854328156,0.76865077,0.76878792,179.1347504,179.1348419,179.1348419,177.2939758,0,0,0,19.3845768,47.85682297,0.032999996,0.044,2729327,47585576,250.8324585,0,3.13927E-05,14997.89844,495874.7813,5.076138496,0.120410614,0,0,0,159537.9375,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974738,0.029964659,0
21950,9.078353882,175.4516449,175.3795776,175.3796539,175.5352783,175.5351868,494.5579529,990.114563,9.097394943,9.097394943,0,0,0,0,141.1388245,0,46.74006653,39.95413208,0,2765.386475,2765.386475,0,0,22.25323296,10.48443127,10.48441505,-0.088295378,-0.176590756,14.16977596,14.16958427,0,0,0,175.4516449,0,5.793910027,0.072072349,0.071987577,0,6.157744408,1.145253181,151.1985321,0.145755649,366.887146,0,39.95413208,0,0,0,0,0,-6.751639843,2.086908102,0.960383236,-6.149999619,-9.854348183,0.76855135,0.768678188,179.1328125,179.1329193,179.1329193,177.2923126,0,0,0,19.40494537,47.90297699,0.032999996,0.044,2729947,47606088,251.2449341,0,3.13927E-05,15047.79883,495874.7813,5.08262682,0.120587893,0,0,0,159649.0469,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974734,0.029964658,0
21960,9.078069687,175.4503326,175.3799133,175.3800049,175.5315552,175.5314484,494.5579529,990.114563,9.096579552,9.096579552,0,0,0,0,141.0134125,0,46.78739166,39.92250824,0,2765.385498,2765.385498,0,0,22.25026131,10.4844141,10.48439789,-0.08583799,-0.17167598,14.16956997,14.16937923,0,0,0,175.4503326,0,5.781369686,0.070410833,0.070326068,0,6.162080765,1.145191073,151.2317657,0.145733312,366.9387207,0,39.92250824,0,0,0,0,0,-6.751639843,2.086885452,0.960386097,-6.149999619,-9.85436821,0.768451989,0.76857549,179.131012,179.1311035,179.1311035,177.2907562,0,0,0,19.42531013,47.94913101,0.032999996,0.044,2730566.5,47626600,251.6576691,0,3.13927E-05,15097.75098,495874.7813,5.089117527,0.120765239,0,0,0,159759.9063,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974734,0.029964658,0
21970,9.077806473,175.4491119,175.380249,175.3803406,175.5280457,175.5279541,494.5580444,990.1146851,9.095787048,9.095787048,0,0,0,0,140.8881378,0,46.83466721,39.89127731,0,2765.384277,2765.384277,0,0,22.24718475,10.48439693,10.48437977,-0.083397657,-0.166795313,14.16936493,14.16917324,0,0,0,175.4491119,0,5.768841267,0.068851046,0.068766281,0,6.166376114,1.145130157,151.2646637,0.145712107,366.9917603,0,39.89127731,0,0,0,0,0,-6.751639843,2.08686471,0.96038878,-6.149999619,-9.85438633,0.768352747,0.768469274,179.1292877,179.1293793,179.1293793,177.2892609,0,0,0,19.44567871,47.99528885,0.032999996,0.044,2731186,47647108,252.0700226,0,3.13927E-05,15147.75391,495874.7813,5.095596313,0.120942309,0,0,0,159870.7344,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944507,0.029974738,0.029964661,0
21980,9.077563286,175.4479828,175.3809204,175.3809814,175.5246582,175.5245667,494.5581055,990.1146851,9.095017433,9.095017433,0,0,0,0,140.7629852,0,46.88189316,39.86018753,0,2765.383057,2765.383057,0,0,22.24400902,10.48437977,10.48436356,-0.080957338,-0.161914676,14.16917324,14.16898251,0,0,0,175.4479828,0,5.756325245,0.067070857,0.067003042,0,6.170668602,1.145068049,151.2975616,0.145690665,367.0463562,0,39.86018753,0,0,0,0,0,-6.751639843,2.086845636,0.960391402,-6.149999619,-9.854402542,0.768253565,0.768359542,179.1276245,179.1277161,179.1277161,177.2878723,0,0,0,19.46604919,48.04144669,0.032999996,0.044,2731805,47667620,252.4823303,0,3.13927E-05,15197.81055,495874.7813,5.102072716,0.121119305,0,0,0,159981.5625,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944509,0.029974738,0.029964663,0
21990,9.077340126,175.4469452,175.3815918,175.3816681,175.5212555,175.5211792,494.5580444,990.1148071,9.094269753,9.094269753,0,0,0,0,140.6379242,0,46.92908859,39.82921219,0,2765.382324,2765.382324,0,0,22.24103737,10.4843626,10.48434639,-0.078534074,-0.157068148,14.1689682,14.16877651,0,0,0,175.4469452,0,5.743819237,0.065358482,0.065290667,0,6.174960613,1.145006537,151.3304443,0.145668209,367.0973816,0,39.82921219,0,0,0,0,0,-6.751639843,2.086827993,0.960393786,-6.149999619,-9.854417801,0.768154323,0.768256903,179.1261139,179.1261902,179.1261902,177.2865906,0,0,0,19.48641586,48.08761978,0.032999996,0.044,2732424,47688132,252.8949432,0,3.13927E-05,15247.91699,495874.7813,5.108555794,0.121296406,0,0,0,160092.2188,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944507,0.029974742,0.029964663,0
22000,9.077138901,175.4460144,175.3822784,175.3823395,175.5180206,175.5179443,494.5579834,990.1148071,9.09354496,9.09354496,0,0,0,0,140.5129852,0,46.97623444,39.79835892,0,2765.381348,2765.381348,0,0,22.23806381,10.48434734,10.48433113,-0.076110817,-0.152221635,14.16879082,14.16859913,0,0,0,175.4460144,0,5.731325626,0.063747831,0.063680016,0,6.179253101,1.144944906,151.3633423,0.145645574,367.1482544,0,39.79835892,0,0,0,0,0,-6.751639843,2.086812019,0.960396051,-6.149999619,-9.854431152,0.76805526,0.768154204,179.1246948,179.1247559,179.1247559,177.2854156,0,0,0,19.50678635,48.13378525,0.032999996,0.044,2733042.75,47708632,253.3077087,0,3.13927E-05,15298.0752,495874.7813,5.115045547,0.12147361,0,0,0,160202.7656,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974742,0.029964663,0
22010,9.076957703,175.4451904,175.3829651,175.3830414,175.5149689,175.5148926,494.5579834,990.1148682,9.092843056,9.092843056,0,0,0,0,140.3881378,0,47.02334213,39.7676239,0,2765.380615,2765.380615,0,0,22.23498917,10.48433208,10.48431587,-0.073704623,-0.147409245,14.16861248,14.16842175,0,0,0,175.4451904,0,5.718841076,0.062221952,0.062154137,0,6.183545589,1.144882917,151.3962402,0.145622671,367.2006531,0,39.7676239,0,0,0,0,0,-6.751639843,2.086797953,0.960398197,-6.149999619,-9.85444355,0.767956138,0.768047988,179.1233368,179.1233978,179.1233978,177.284317,0,0,0,19.527174,48.17996979,0.032999996,0.044,2733660.75,47729140,253.7210083,0,3.13927E-05,15348.28711,495874.7813,5.121539116,0.121651031,0,0,0,160313.3125,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974744,0.029964665,0
22020,9.076797485,175.4444427,175.3838654,175.3840027,175.5119171,175.5118408,494.5579834,990.1148682,9.092229843,9.092206001,0,0,0.004724616,-0.004724616,140.2634277,0,47.07040405,39.73701096,0,2765.380127,2765.380127,0,0,22.23181343,10.48431587,10.48430252,-0.071520276,-0.142972291,14.16849518,14.16822052,0,0,0,175.4444427,0,5.706369877,0.060577393,0.060441762,0,6.187837601,1.144821167,151.4291229,0.145599425,367.2545471,0,39.73701096,0,0,0,0,0,-6.751639843,2.086785316,0.960400224,-6.149999619,-9.854454041,0.767857194,0.767938256,179.1220703,179.1221313,179.1221313,177.2832947,0,0,0,19.54756165,48.22616577,0.032999996,0.044,2734279,47749648,254.1346588,0,3.13927E-05,15398.5498,495874.7813,5.128034115,0.121828467,0,0,0,160423.7656,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974744,0.029964665,0
22030,9.076660156,175.4438019,175.3848877,175.385025,175.509079,175.5089722,494.5579529,990.114563,9.091612816,9.09157753,0,0,0.007085304,-0.007085304,140.1388092,0,47.11743164,39.70653915,0,2765.379395,2765.379395,0,0,22.22884178,10.48429966,10.48428917,-0.069267675,-0.138467088,14.16832829,14.16805744,0,0,0,175.4438019,0,5.693907738,0.058915883,0.058780249,0,6.192128658,1.144758105,151.4620209,0.145576015,367.3048706,0,39.70653915,0,0,0,0,0,-6.751639843,2.086774349,0.960402012,-6.149999619,-9.854463577,0.76775825,0.767835617,179.1209412,179.1210022,179.1210022,177.2824097,0,0,0,19.56794357,48.27236557,0.032999996,0.044,2734896.5,47770148,254.5485687,0,3.13927E-05,15448.86426,495874.7813,5.134533882,0.122006007,0,0,0,160534.0313,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974734,0.029964658,0
22040,9.076542854,175.4432526,175.3858948,175.3860321,175.5063629,175.5062561,494.5579529,990.114563,9.091005325,9.090986252,0,0,0.020442195,-0.020442195,140.0143127,0,47.16440582,39.67618179,0,2765.378906,2765.378906,0,0,22.22586823,10.48428345,10.48427677,-0.067151584,-0.134030133,14.16834164,14.16780472,0,0,0,175.4432526,0,5.681457996,0.057356093,0.057220459,0,6.196419239,1.144694924,151.4949036,0.145551801,367.3550415,0,39.67618179,0,0,0,0,0,-6.751639843,2.086765051,0.960403621,-6.149999619,-9.854471207,0.767659366,0.767732918,179.1199188,179.1199646,179.1199646,177.2816315,0,0,0,19.58833313,48.31858826,0.032999996,0.044,2735514,47790656,254.962677,0,3.13927E-05,15499.23242,495874.7813,5.14103651,0.122183658,0,0,0,160644.2969,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974734,0.029964658,0
22050,9.076448441,175.4428101,175.3869171,175.3870544,175.5036621,175.50354,494.5578918,990.114502,9.090460777,9.090428352,0,0,0.034547262,-0.034547262,139.8899384,0,47.21134567,39.64595795,0,2765.378662,2765.378662,0,0,22.22258759,10.48426628,10.48426628,-0.065086693,-0.129763827,14.16799736,14.16775131,0,0,0,175.4428101,0,5.669019699,0.055898033,0.055762399,0,6.200710773,1.144631863,151.5278015,0.145527065,367.4101257,0,39.64595795,0,0,0,0,0,-6.751639843,2.086757421,0.960405231,-6.149999619,-9.854476929,0.767560542,0.76761961,179.1189117,179.1189575,179.1189575,177.2808838,0,0,0,19.60872269,48.36483383,0.032999996,0.044,2736131.75,47811164,255.3769531,0,3.13927E-05,15549.65137,495874.7813,5.147542,0.122361362,0,0,0,160754.5625,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944498,0.029974733,0.029964656,0
22060,9.076375008,175.4424744,175.3879395,175.3880768,175.501297,175.5011597,494.5579834,990.1142578,9.089939117,9.089895248,0,0,0.017302502,-0.017302502,139.7656555,0,47.25824738,39.61585617,0,2765.378174,2765.378174,0,0,22.21961594,10.48424721,10.4842577,-0.062868215,-0.125531644,14.16786861,14.16761017,0,0,0,175.4424744,0,5.656591415,0.054541696,0.054406062,0,6.205001354,1.144568682,151.5606842,0.145502105,367.4598999,0,39.61585617,0,0,0,0,0,-6.751639843,2.086751699,0.960406482,-6.149999619,-9.854481697,0.767461777,0.767516971,179.118103,179.1181335,179.1181335,177.2803192,0,0,0,19.62911034,48.41107178,0.032999996,0.044,2736748.5,47831664,255.7916565,0,3.13927E-05,15600.12207,495874.7813,5.154050827,0.12253917,0,0,0,160864.5625,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974727,0.029964654,0
22070,9.076324463,175.4422455,175.3891602,175.3893585,175.4989166,175.4987793,494.5579834,990.1141968,9.089445114,9.089395523,0,0,0.025932074,-0.025932074,139.6414795,0,47.3051033,39.58589172,0,2765.378174,2765.378174,0,0,22.21664429,10.484231,10.48425007,-0.060837459,-0.121333614,14.16781616,14.16744518,0,0,0,175.4422455,0,5.644173145,0.053083632,0.052880183,0,6.209291935,1.14450562,151.5935822,0.145476863,367.5095215,0,39.58589172,0,0,0,0,0,-6.751639843,2.086747646,0.960407674,-6.149999619,-9.854484558,0.767363012,0.767414331,179.1173706,179.1174011,179.1174011,177.2798309,0,0,0,19.64951134,48.45731735,0.032999996,0.044,2737365,47852164,256.2068176,0,3.13927E-05,15650.64648,495874.7813,5.160564423,0.12271712,0,0,0,160974.5313,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974723,0.02996465,0
22080,9.076295853,175.4421082,175.3905182,175.3907166,175.4967194,175.4965363,494.5579834,990.1143799,9.088981628,9.088925362,0,0,0.028283093,-0.028283093,139.5174103,0,47.35192108,39.5562439,0,2765.377686,2765.377686,0,0,22.21346664,10.48421288,10.4842453,-0.058823764,-0.117272094,14.1676302,14.16737366,0,0,0,175.4421082,0,5.631766796,0.051591661,0.051388212,0,6.213553905,1.14444232,151.6262512,0.145452306,367.5623474,0,39.5562439,0,0,0,0,0,-6.751639843,2.086745262,0.960408747,-6.149999619,-9.854485512,0.767264366,0.76730454,179.116684,179.1167297,179.1167297,177.2794189,0,0,0,19.66991997,48.50357056,0.032999996,0.044,2737981.5,47872664,256.6217041,0,3.13927E-05,15701.22168,495874.7813,5.167070389,0.122894995,0,0,0,161084.5156,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974729,0.029964656,0
22090,9.076289177,175.4420624,175.391861,175.3920746,175.4946747,175.4945068,494.5579834,990.1143799,9.088541031,9.088481903,0,0,0.031416126,-0.031416126,139.3934479,0,47.3986969,39.52684784,0,2765.377686,2765.377686,0,0,22.210392,10.48419285,10.48424149,-0.056810074,-0.113210581,14.16742992,14.16731644,0,0,0,175.4420624,0,5.619370937,0.050201416,0.049997967,0,6.21780014,1.144379377,151.6587982,0.145427763,367.6132813,0,39.52684784,0,0,0,0,0,-6.751639843,2.086744785,0.960409641,-6.149999619,-9.854485512,0.76716578,0.767198324,179.1161652,179.1161804,179.1161804,177.279129,0,0,0,19.6903286,48.54983521,0.032999996,0.044,2738597.75,47893168,257.0362854,0,3.13927E-05,15751.84863,495874.7813,5.173568249,0.123072654,0,0,0,161194.3438,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974729,0.029964656,0
22100,9.076304436,175.4421387,175.393219,175.3934326,175.4926453,175.4924774,494.5580444,990.1141968,9.088130951,9.088066101,0,0,0.033764657,-0.033764657,139.2695923,0,47.44543457,39.49757767,0,2765.377686,2765.377686,0,0,22.20762634,10.48417568,10.48423958,-0.054830506,-0.109251447,14.16727352,14.16726494,0,0,0,175.4421387,0,5.606985092,0.048912898,0.048709448,0,6.222045898,1.144316077,151.6913605,0.145402431,367.6589355,0,39.49757767,0,0,0,0,0,-6.751639843,2.086745977,0.960410237,-6.149999619,-9.854483604,0.767067254,0.767102778,179.1157379,179.1157684,179.1157684,177.2789612,0,0,0,19.71074104,48.59610367,0.032999996,0.044,2739213.5,47913668,257.4512024,0,3.13927E-05,15802.5293,495874.7813,5.180069447,0.123250395,0,0,0,161304.0469,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944507,0.029974723,0.029964652,0
22110,9.076342583,175.4423065,175.3945923,175.3948364,175.4908905,175.4906769,494.5580444,990.1142578,9.087716103,9.087672234,0,0,0.04549133,-0.04549133,139.1458588,0,47.49212646,39.46844101,0,2765.378174,2765.378174,0,0,22.20444679,10.48415661,10.48423767,-0.05290214,-0.105258189,14.16694832,14.16729069,0,0,0,175.4423065,0,5.594611645,0.047709148,0.047471788,0,6.226292133,1.144253016,151.7239075,0.145376921,367.7112427,0,39.46844101,0,0,0,0,0,-6.751639843,2.086748838,0.960410774,-6.149999619,-9.85447979,0.766968787,0.766992986,179.1154022,179.1154175,179.1154175,177.2788544,0,0,0,19.73114586,48.64239502,0.032999996,0.044,2739829.5,47934164,257.8663635,0,3.13927E-05,15853.26074,495874.7813,5.186573029,0.123428181,0,0,0,161413.7344,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944507,0.029974727,0.029964654,0
22120,9.076400757,175.4425659,175.3962708,175.3965302,175.4891968,175.4889832,494.5579834,990.1141968,9.087242126,9.087242126,0,0,0,0,139.0222473,0,47.5387764,39.43943405,0,2765.378418,2765.378418,0,0,22.20116806,10.4841423,10.48423004,-0.050376486,-0.100752972,14.16636944,14.16740894,0,0,0,175.4425659,0,5.582249641,0.046284996,0.046030682,0,6.230537891,1.144189954,151.7564545,0.145351127,367.7650146,0,39.43943405,0,0,0,0,0,-6.751639843,2.08675313,0.960411251,-6.149999619,-9.854475021,0.766870379,0.766879737,179.1151428,179.1151428,179.1151428,177.2788544,0,0,0,19.7515564,48.68868637,0.032999996,0.044,2740445.25,47954664,258.2818298,0,3.13927E-05,15904.04395,495874.7813,5.193083286,0.123606093,0,0,0,161523.4375,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974723,0.02996465,0
22130,9.076477051,175.4429169,175.3980408,175.3982239,175.4875031,175.4872894,494.5579834,990.1142578,9.086782455,9.086782455,0,0,0,0,138.8987274,0,47.58538437,39.41052246,0,2765.378662,2765.378662,0,0,22.19829941,10.48413181,10.4842205,-0.047902033,-0.095804065,14.16624641,14.16729927,0,0,0,175.4429169,0,5.569898129,0.044877794,0.044691298,0,6.234784126,1.144126892,151.7890167,0.145324975,367.8118896,0,39.41052246,0,0,0,0,0,-6.751639843,2.086759329,0.960411429,-6.149999619,-9.854468346,0.766771972,0.766780615,179.1150055,179.1150055,179.1150055,177.2789612,0,0,0,19.77198029,48.73498917,0.032999996,0.044,2741060.25,47975160,258.6976929,0,3.13927E-05,15954.88086,495874.7813,5.199600697,0.123784177,0,0,0,161632.8438,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944504,0.029974727,0.029964654,0
22140,9.076569557,175.4433441,175.4000702,175.4002075,175.4858093,175.4855957,494.5579529,990.1141968,9.086345673,9.086345673,0,0,0,0,138.7752686,0,47.63197327,39.38170624,0,2765.378906,2765.378906,0,0,22.19542885,10.48412228,10.48421001,-0.045461707,-0.090923414,14.16613674,14.16717625,0,0,0,175.4433441,0,5.557551861,0.043267146,0.043131512,0,6.239029884,1.144063711,151.8215637,0.145298496,367.8586121,0,39.38170624,0,0,0,0,0,-6.751639843,2.086766481,0.960411489,-6.149999619,-9.85446167,0.766673684,0.766681492,179.1149445,179.1149445,179.1149445,177.279129,0,0,0,19.79241371,48.78129959,0.032999996,0.044,2741675,47995656,259.1139832,0,3.13927E-05,16005.76953,495874.7813,5.206121922,0.123962402,0,0,0,161742.25,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974723,0.02996465,0
22150,9.07667923,175.4438324,175.4021149,175.4022369,175.4841156,175.483902,494.5579529,990.1141968,9.085932732,9.085932732,0,0,0,0,138.651947,0,47.67851257,39.35298157,0,2765.379395,2765.379395,0,0,22.19245529,10.48411274,10.48420238,-0.04303845,-0.0860769,14.16602707,14.16708088,0,0,0,175.4438324,0,5.545218945,0.041724313,0.041588679,0,6.243276119,1.14400053,151.8541107,0.145271271,367.9069214,0,39.35298157,0,0,0,0,0,-6.751639843,2.086774826,0.960411489,-6.149999619,-9.854454041,0.766575396,0.766578794,179.1149445,179.1149445,179.1149445,177.2793579,0,0,0,19.81284332,48.8276329,0.032999996,0.044,2742289.5,48016148,259.5305176,0,3.13927E-05,16056.70996,495874.7813,5.212646484,0.124140672,0,0,0,161851.6563,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974723,0.02996465,0
22160,9.076805115,175.4444122,175.4042816,175.4043274,175.4824219,175.482193,494.5579529,990.1141968,9.085540771,9.085540771,0,0,0,0,138.5287018,0,47.72501755,39.32436371,0,2765.380127,2765.380127,0,0,22.18917847,10.48410511,10.48419285,-0.040632252,-0.081264503,14.1659317,14.16697121,0,0,0,175.4444122,0,5.532895088,0.040130615,0.040079754,0,6.247522354,1.143937469,151.886673,0.145243615,367.960144,0,39.32436371,0,0,0,0,0,-6.751639843,2.086784601,0.960411429,-6.149999619,-9.85444355,0.766477227,0.766465545,179.1150055,179.1149902,179.1149902,177.2797089,0,0,0,19.83327866,48.8739624,0.032999996,0.044,2742904,48036644,259.9472961,0,3.13927E-05,16107.7041,495874.7813,5.219176769,0.124319069,0,0,0,161960.9531,0,1600,0,50,0,0,0,50,50,875.1640015,0.029944502,0.029974723,0.02996465,0
