Area,No. of Bedrooms,Resale,MaintenanceStaff,Price
1300,2,1,9,16000000
1600,3,1,9,14500000
1655,3,1,9,9500000
1050,2,1,9,8000000
800,2,1,9,8000000
914,2,1,9,11000000
1100,2,1,9,9200000
1250,2,1,9,7575000
550,1,1,9,4300000
526,1,1,9,7200000
937,3,1,9,4199000
1278,3,1,9,12500000
800,2,1,9,7575000
550,1,1,9,7800000
545,1,1,9,7500000
600,1,1,9,7575000
550,1,1,9,7800000
545,1,1,9,5700000
670,1,0,9,10000000
825,2,1,9,4600000
715,1,0,9,6000000
1040,2,0,9,5000000
1000,2,0,9,16500000
860,2,0,9,3500000
590,2,1,9,13500000
995,2,0,9,20000000
1500,3,1,9,13500000
1200,2,1,9,19500000
1400,3,1,9,17000000
670,1,1,9,39400000
2080,3,1,9,7800000
1125,2,1,9,7800000
600,1,1,9,16000000
650,1,1,9,27500000
1250,3,1,9,18000000
769,1,1,9,21500000
1010,2,1,9,14900000
698,1,1,9,20500000
1000,2,1,9,26000000
1371,3,1,9,21000000
1130,2,1,9,12800000
700,1,1,9,12000000
700,1,1,9,18000000
1060,2,1,9,47000000
2600,3,1,9,14000000
700,1,1,9,80000000
2453,4,1,9,29000000
1543,3,1,9,32500000
1250,3,1,9,21000000
1135,2,1,9,55000000
1557,3,0,9,13500000
995,2,0,9,20000000
1500,3,1,9,13500000
1200,2,1,9,19500000
1400,3,1,9,20000000
1400,3,1,9,11500000
960,2,1,9,11000000
440,1,1,9,66600000
833,2,1,9,11000000
1150,2,1,9,4000000
625,1,1,9,6800000
1000,2,1,9,4900000
620,1,1,9,59500000
2730,4,1,9,37000000
1361,2,1,9,36500000
1250,2,1,9,28000000
1850,3,1,9,37000000
1361,2,1,9,43000000
1850,3,1,9,37000000
1361,2,1,9,36500000
1250,2,1,9,28000000
1850,3,1,9,37000000
1361,2,1,9,43000000
1850,3,1,9,29000000
980,2,1,9,35000000
873,2,1,9,26000000
1230,3,1,9,26000000
1250,3,1,9,44000000
1721,3,1,9,11000000
585,1,1,9,66600000
833,2,1,9,11000000
1150,2,1,9,4000000
625,1,1,9,6800000
1000,2,1,9,4900000
620,1,1,9,59500000
2730,4,1,9,4050000
675,1,0,9,16500000
1500,3,1,9,13500000
1140,3,0,9,9900000
771,2,0,9,40000000
2000,4,1,9,14900000
900,2,1,9,8500000
990,2,1,9,45000000
5500,4,0,9,60000000
1836,3,0,9,5600000
1000,3,1,9,14800000
1505,3,0,9,15400000
1570,3,0,9,12900000
1311,3,0,9,12700000
1290,3,0,9,11500000
1170,2,0,9,10800000
1102,2,0,9,9485000
963,2,0,9,8184999
831,2,0,9,11900000
1209,2,0,9,9377000
952,2,0,9,9958000
1011,2,0,9,9997000
1015,2,0,9,11100000
1135,2,0,9,10400000
1065,2,0,9,92400000
3080,3,0,9,113400000
3780,4,0,9,139500000
4650,5,0,9,14800000
1505,3,0,9,15400000
1570,3,0,9,12900000
1311,3,0,9,12700000
1290,3,0,9,11500000
1170,2,0,9,10800000
1102,2,0,9,9485000
963,2,0,9,8184999
831,2,0,9,11900000
1209,2,0,9,9377000
952,2,0,9,9958000
1011,2,0,9,9997000
1015,2,0,9,11100000
1135,2,0,9,10400000
1065,2,0,9,16500000
1465,3,1,9,12000000
950,2,1,9,2800000
375,1,1,9,4800000
650,1,1,9,18000000
630,2,1,9,4300000
885,2,1,9,7200000
1012,2,1,9,10000000
1129,2,1,9,4925000
600,1,1,9,7000000
1012,2,1,9,12200000
1565,3,1,9,5200000
630,1,1,9,10400000
1129,2,1,9,10400000
1129,2,1,9,5100000
605,1,1,9,5000000
600,1,1,9,5100000
605,1,1,9,7900000
1000,2,1,9,9500000
1310,2,1,9,9500000
1225,2,1,9,9300000
1310,2,1,9,12500000
1540,3,1,9,12400000
1565,3,1,9,9800000
1225,2,1,9,4800000
600,1,1,9,4950000
635,1,1,9,5300000
650,1,1,9,23000000
1680,2,1,9,32500000
2415,4,1,9,14800000
1245,2,1,9,3600000
600,1,1,9,7000000
840,2,1,9,5898000
600,1,1,9,10800000
1209,2,1,9,9600000
1100,2,1,9,6498999
730,1,1,9,9497000
1200,2,1,9,6497000
600,1,1,9,7998000
990,2,1,9,9496000
1100,2,1,9,12200000
1327,3,1,9,5894000
585,1,1,9,9497000
1200,2,1,9,6497000
600,1,1,9,7998000
990,2,1,9,9496000
1100,2,1,9,12200000
1327,3,1,9,5894000
585,1,1,9,7494000
800,2,1,9,6498000
570,1,1,9,9300000
1100,2,1,9,7200000
860,2,1,9,10500000
1170,2,1,9,6498000
570,1,1,9,12200000
1327,3,1,9,10500000
1170,2,1,9,6498000
570,1,1,9,7495999
890,2,1,9,9499000
1100,2,1,9,7300000
800,2,1,9,5900000
585,1,1,9,12400000
1300,3,1,9,8400000
376,1,1,9,19000000
764,2,1,9,22200000
995,3,1,9,8500000
405,1,1,9,4400000
600,2,1,9,10500000
400,1,1,9,7300000
1149,3,1,9,4250000
560,1,1,9,6000000
650,1,1,9,26000000
1045,2,1,9,8500000
1175,3,1,9,13000000
550,1,1,9,15900000
867,2,0,9,5550000
990,2,1,9,9900000
539,1,1,9,100000000
3300,4,0,9,2700000
640,1,0,9,52500000
1450,3,0,9,55000000
1900,3,0,9,72500000
1750,3,0,9,75000000
1875,3,1,9,75000000
1600,3,1,9,35000000
1000,2,1,9,26000000
1045,2,1,9,8500000
1175,3,1,9,29200000
909,2,1,9,3200000
285,1,1,9,14200000
950,2,1,9,59400000
1080,2,1,9,100000000
3300,4,0,9,80000000
3498,3,1,9,2100000
245,1,0,9,7959999
755,2,1,9,2350000
430,1,1,9,3979999
413,1,1,9,4100000
465,1,1,9,4800000
610,2,1,9,4380000
610,2,1,9,4380000
610,2,1,9,5060000
650,2,1,9,4380000
430,1,1,9,4800000
485,1,1,9,5800000
686,2,1,9,4580000
430,1,1,9,2600000
500,1,1,9,7500000
660,2,1,9,4450000
455,1,1,9,2840000
466,1,1,9,5800000
686,2,1,9,3500000
450,1,1,9,5800000
686,2,1,9,7100000
660,2,1,9,8300000
790,2,1,9,2600000
500,1,1,9,2560000
441,1,1,9,2400000
480,1,1,9,4650000
525,1,1,9,5800000
663,2,1,9,4200000
440,1,1,9,3700000
417,1,1,9,3700000
650,1,0,9,4800000
660,1,0,9,41200000
2300,4,1,9,12000000
720,1,1,9,2800000
510,1,0,9,2600000
520,1,0,9,2400000
490,1,0,9,2200000
470,1,0,9,15000000
800,2,0,9,55000000
1225,3,1,9,65000000
1175,3,1,9,8300000
1095,2,0,9,5100000
695,1,0,9,8100000
1055,2,0,9,6800000
875,2,0,9,5100000
675,1,0,9,46000000
1150,2,0,9,105500000
2285,3,1,9,65000000
1500,3,1,9,88000000
2394,3,1,9,122500000
3150,4,1,9,71000000
2580,3,1,9,55000000
1125,2,1,9,145000000
3800,4,0,9,65000000
2250,4,0,9,12800000
750,2,1,9,12800000
1100,2,1,9,22500000
1900,3,1,9,19000000
1600,3,1,9,27000000
2300,4,1,9,17500000
2400,3,1,9,13200000
1120,2,1,9,2300000
254,1,1,9,2000000
220,1,1,9,8300000
525,1,1,9,7400000
650,1,1,9,9500000
826,2,1,9,7500000
1050,2,1,9,5800000
630,1,1,9,9000000
985,2,1,9,9000000
985,2,1,9,5000000
650,1,1,9,7800000
1000,2,1,9,4200000
650,1,1,9,2300000
254,1,1,9,2000000
220,1,1,9,8300000
525,1,1,9,11100000
1205,2,1,9,18900000
1225,2,1,9,14000000
900,2,1,9,15000000
1000,2,1,9,7600000
560,1,1,9,125000000
5320,5,1,9,65000000
2590,6,1,9,16500000
1065,3,1,9,7400000
650,1,0,9,8500000
800,2,1,9,11000000
1102,2,1,9,15000000
1400,3,1,9,13500000
1250,2,1,9,12800000
1100,2,1,9,19000000
1600,3,1,9,15000000
1400,3,1,9,12800000
1100,2,1,9,22500000
1900,3,1,9,19000000
1600,3,1,9,14000000
1014,2,1,9,16500000
1065,3,1,9,18900000
1225,2,1,9,9100000
920,2,0,9,29400000
1450,3,0,9,22200000
900,3,0,9,10500000
980,2,0,9,13200000
918,2,0,9,14200000
925,2,0,9,16000000
1232,2,0,9,10300000
975,2,0,9,8100000
710,1,0,9,20099999
1100,2,0,9,11700000
840,2,0,9,2816000
630,1,0,9,2596000
590,1,0,9,8000000
950,2,1,9,4300000
800,1,1,9,8000000
1075,2,1,9,8300000
1050,2,1,9,4500000
600,1,1,9,5000000
650,1,1,9,8500000
1175,2,1,9,8500000
1050,2,1,9,9500000
1120,2,1,9,6500000
735,1,1,9,6000000
759,1,1,9,9500000
1120,2,1,9,7000000
735,1,1,9,6500000
649,1,1,9,6500000
660,1,1,9,8500000
1000,2,1,9,10500000
1120,2,1,9,13700000
1380,2,1,9,9500000
1120,2,1,9,9500000
1120,2,1,9,5500000
649,1,1,9,4200000
650,1,1,9,8000000
954,2,1,9,7800000
1000,2,1,9,6200000
650,1,1,9,27799999
1600,3,1,9,9500000
1120,2,1,9,15000000
1050,2,1,9,7900000
1040,2,1,9,5800000
735,1,1,9,4200000
650,1,1,9,4400000
620,1,1,9,6500000
735,1,1,9,6500000
735,1,1,9,6500000
735,1,1,9,10500000
1580,3,1,9,8500000
1115,2,1,9,7900000
1040,2,1,9,5500000
620,1,1,9,13500000
1677,3,1,9,15500000
1530,3,1,9,20000000
1600,3,1,9,10500000
1580,3,1,9,9500000
1075,2,1,9,9500000
1120,2,1,9,6900000
735,1,0,9,5200000
641,1,1,9,5300000
660,1,1,9,6000000
735,1,1,9,4200000
650,1,1,9,5200000
641,1,1,9,5300000
660,1,1,9,8500000
1100,2,1,9,6000000
735,1,1,9,5200000
641,1,1,9,11000000
1254,3,1,9,5300000
660,1,1,9,5200000
641,1,1,9,6000000
735,1,1,9,15500000
1530,3,1,9,10100000
1580,3,1,9,6000000
750,1,1,9,15000000
1380,3,1,9,12000000
1210,2,1,9,9500000
1120,2,1,9,5200000
525,1,1,9,15500000
1530,3,1,9,13000000
1498,3,1,9,12000000
1395,3,0,9,8700000
1050,2,1,9,4300000
800,1,1,9,2357000
555,1,0,9,2500000
540,1,1,9,11500000
1133,2,0,9,2700000
410,1,0,9,3500000
565,1,0,9,5200000
596,1,0,9,11000000
800,2,0,9,11000000
350,1,0,9,2500000
545,1,0,9,4300000
650,1,1,9,5900000
650,1,1,9,6559999
965,2,0,9,7240000
965,2,0,9,7940000
965,2,0,9,7900000
965,2,0,9,8100000
965,2,0,9,9500000
665,1,0,9,25800000
1400,2,0,9,8500000
840,2,0,9,2394000
640,1,0,9,2394000
640,1,0,9,2436000
575,1,0,9,12900000
310,1,1,9,2225000
595,1,0,9,2565000
675,1,0,9,15300000
1040,2,0,9,9000000
793,2,0,9,10500000
760,1,0,9,24000000
1240,3,0,9,7200000
693,1,0,9,7000000
627,1,0,9,14500000
1020,2,0,9,19000000
1290,2,0,9,22500000
1495,3,0,9,36500000
2200,4,0,9,24500000
1558,3,0,9,23500000
1415,3,0,9,18500000
1202,2,0,9,25600000
1487,3,0,9,18500000
1065,2,0,9,17000000
1215,2,0,9,9000000
650,1,0,9,77500000
3507,6,0,9,18000000
987,2,0,9,21000000
1040,2,0,9,43500000
2015,4,0,9,32500000
1502,3,0,9,13500000
994,2,0,9,18000000
900,2,1,9,82500000
1220,3,1,9,6600000
555,1,0,9,2900000
620,1,1,9,70000000
1318,3,0,9,60000000
1634,3,0,9,27000000
872,1,0,9,70000000
1527,3,0,9,120000000
3049,5,0,9,100000000
3313,4,0,9,80000000
2436,3,0,9,42500000
1305,2,0,9,60000000
1750,3,0,9,250000000
5200,5,1,9,8200000
1000,2,1,9,19000000
1411,1,1,9,15500000
1000,2,1,9,11000000
600,1,1,9,3853000
860,2,0,9,65000000
2998,4,1,9,4907000
755,1,0,9,8100000
1137,2,0,9,90000000
1500,3,1,9,6500000
700,2,0,9,5500000
650,2,0,9,25000000
1080,3,1,9,8323999
1051,2,1,9,13000000
903,2,1,9,2500000
690,1,0,9,45000000
1400,3,1,9,50100000
2800,4,1,9,33800000
1500,3,1,9,12000000
600,1,1,9,12000000
600,1,1,9,31500000
1470,3,1,9,23900000
400,2,1,9,8000000
1095,2,0,9,25000000
2400,5,1,9,4907000
755,1,0,9,7600000
1350,3,1,9,4000000
750,1,1,9,6500000
1150,3,1,9,6500000
1150,3,1,9,3900000
650,1,1,9,5000000
900,2,1,9,52500000
1800,3,0,9,55000000
1780,3,0,9,85000000
2800,4,0,9,3600000
700,1,1,9,14900000
1200,1,1,9,14900000
806,2,1,9,32500000
2000,3,1,9,3700000
640,1,1,9,4700000
675,1,1,9,4300000
950,2,1,9,3250000
690,1,1,9,2300000
445,1,1,9,3750000
671,1,1,9,5600000
1050,2,1,9,3797999
910,2,0,9,5500000
980,2,0,9,3890000
650,1,0,9,14900000
1100,2,0,9,55000000
1296,3,1,9,55000000
1296,3,1,9,50000000
1150,3,1,9,30000000
850,2,1,9,55000000
1296,3,1,9,18000000
560,1,1,9,3300000
920,2,0,9,2600000
660,1,0,9,2650000
660,1,0,9,22500000
922,2,0,9,7700000
1095,2,1,9,6800000
925,2,1,9,6800000
925,2,1,9,4800000
725,1,1,9,9700000
575,1,0,9,10500000
1355,2,1,9,12000000
1750,3,1,9,12000000
1750,3,1,9,9000000
550,1,0,9,9000000
550,1,0,9,5700000
450,1,1,9,2425000
690,1,0,9,3750000
1050,2,0,9,2815000
710,1,0,9,3615000
1040,2,0,9,3999000
994,2,0,9,3954999
993,2,0,9,3415000
925,2,0,9,3410000
918,2,0,9,2300000
650,1,0,9,18500000
1350,2,0,9,15100000
1350,3,0,9,6000000
915,2,1,9,35000000
1600,3,0,9,25500000
1400,2,0,9,35500000
2400,3,0,9,14500000
900,2,0,9,20000000
1600,3,0,9,19000000
1100,2,0,9,19000000
1100,2,0,9,19100000
800,2,1,9,15500000
1000,2,0,9,16000000
900,2,0,9,5399000
905,2,1,9,4199000
625,1,1,9,18500000
950,2,1,9,32500000
1630,3,0,9,19000000
1100,2,1,9,25000000
1350,2,0,9,27000000
1601,3,0,9,21500000
1340,2,0,9,11000000
600,1,1,9,16000000
1100,2,1,9,8500000
640,1,1,9,29900000
1450,3,1,9,2100000
634,1,0,9,21500000
1390,3,0,9,5200000
650,1,0,9,8338000
981,2,0,9,6426000
693,1,0,9,6426000
693,1,0,9,8480000
1060,2,0,9,6048000
756,1,0,9,6048000
756,1,0,9,5500000
700,1,1,9,8330000
980,2,0,9,6120000
720,1,0,9,6700000
531,1,1,9,19000000
760,2,1,9,18500000
650,1,1,9,13500000
750,2,1,9,13500000
750,2,1,9,15000000
1100,2,1,9,10500000
500,1,1,9,14000000
650,1,1,9,4200000
1010,2,0,9,14500000
1215,2,1,9,14500000
1215,2,1,9,31500000
2700,5,0,9,18500000
1650,3,0,9,14000000
1100,2,0,9,14000000
1100,2,0,9,23000000
1500,2,1,9,30000000
1700,3,1,9,17000000
700,1,1,9,28000000
1100,2,1,9,30000000
1100,2,1,9,20000000
650,2,1,9,27000000
900,2,1,9,18900000
600,1,1,9,45000000
1700,3,1,9,27500000
1100,2,1,9,40000000
1700,3,1,9,40000000
1500,2,1,9,50000000
1800,3,1,9,28000000
1850,3,1,9,50000000
1800,3,1,9,28000000
1850,3,1,9,40000000
1200,3,1,9,57500000
1200,3,1,9,30000000
1100,3,1,9,19000000
1150,2,1,9,22000000
1000,2,1,9,22000000
1300,3,1,9,35000000
950,2,1,9,29000000
690,2,1,9,40000000
1100,3,1,9,29000000
665,2,1,9,33000000
1200,2,1,9,27500000
720,2,1,9,25000000
900,2,1,9,29000000
690,2,1,9,29000000
690,2,1,9,13500000
550,1,1,9,12500000
450,1,1,9,24000000
1400,2,1,9,28000000
1500,3,1,9,24000000
1400,2,1,9,32500000
1278,2,1,9,26000000
710,2,1,9,29000000
1100,2,1,9,26500000
1500,3,1,9,19000000
1155,2,1,9,25000000
1445,3,1,9,19000000
1150,2,1,9,3700000
1025,2,0,9,3700000
1025,2,0,9,2750000
730,1,0,9,41900000
2700,5,1,9,9800000
728,1,0,9,4500000
450,1,0,9,2250000
610,1,0,9,13500000
1066,2,0,9,9800000
728,1,0,9,22500000
1650,3,1,9,7837000
1045,2,0,9,5250000
700,1,0,9,230000000
6900,5,1,9,7700000
999,2,1,9,70000000
1800,3,1,9,14500000
1000,2,1,9,15500000
1000,2,1,9,12000000
1010,2,1,9,14000000
1150,2,1,9,12500000
1150,2,1,9,2300000
450,1,1,9,4700000
695,1,1,9,25700000
750,2,1,9,7500000
1145,2,1,9,8500000
525,1,1,9,16000000
1000,2,1,9,9500000
1975,3,1,9,9500000
1975,3,1,9,4000000
540,1,1,9,7150000
1050,2,1,9,39000000
1000,2,1,9,12500000
1150,2,1,9,2300000
450,1,1,9,16500000
1090,2,1,9,4700000
695,1,1,9,4700000
695,1,1,9,25700000
750,2,1,9,8500000
525,1,1,9,20000000
1000,2,1,9,20000000
1000,2,1,9,16000000
1000,2,1,9,13500000
860,2,1,9,15500000
1000,2,1,9,8320000
1040,2,0,9,5160000
645,1,0,9,3500000
655,1,1,9,8000000
1000,2,0,9,27500000
1750,3,1,9,16500000
1090,2,1,9,14500000
995,2,1,9,22500000
1655,3,1,9,5600000
700,1,0,9,22500000
1655,3,1,9,27000000
1205,3,1,9,5690000
769,1,0,9,8413000
1137,2,0,9,11500000
635,1,1,9,120000000
2160,3,1,9,10200000
864,2,1,9,17000000
1080,2,1,9,12100000
1100,2,0,9,7800000
1105,2,0,9,7700000
1020,2,0,9,19700000
800,2,0,9,8500000
1100,2,0,9,8500000
1100,2,0,9,18200000
750,2,0,9,45000000
2100,3,1,9,60000000
1400,3,1,9,6700000
1125,2,0,9,17900000
750,2,0,9,120000000
2160,3,1,9,10200000
864,2,1,9,17000000
1080,2,1,9,12100000
1100,2,0,9,7800000
1105,2,0,9,7700000
1020,2,0,9,19700000
800,2,0,9,8500000
1100,2,0,9,8500000
1100,2,0,9,18200000
750,2,0,9,45000000
2100,3,1,9,60000000
1400,3,1,9,6700000
1125,2,0,9,17900000
750,2,0,9,4500000
600,1,1,9,9200000
1127,2,1,9,9200000
1127,2,1,9,8500000
1125,2,0,9,5330000
715,1,0,9,21800000
1100,3,1,9,180000000
5460,4,1,9,10000000
600,1,1,9,8100000
1097,2,1,9,5200000
688,1,1,9,3700000
667,1,0,9,3700000
667,1,0,9,26500000
1740,3,1,9,4500000
645,1,1,9,11500000
870,2,1,9,27300000
1228,3,0,9,11500000
471,1,0,9,23000000
500,1,0,9,45000000
1250,3,1,9,16000000
1000,2,1,9,8000000
510,1,1,9,11500000
650,1,1,9,11000000
650,1,1,9,20000000
550,1,1,9,8700000
525,1,1,9,33000000
740,2,0,9,9500000
515,1,1,9,38000000
750,2,0,9,9800000
580,1,0,9,5200000
679,1,1,9,13500000
900,2,0,9,4300000
620,1,1,9,9500000
595,1,1,9,9500000
595,1,1,9,11000000
585,1,1,9,19000000
1325,3,1,9,31500000
1250,3,1,9,9000000
525,1,1,9,9600000
950,2,1,9,9600000
900,2,1,9,9600000
900,2,1,9,70000000
1824,3,1,9,70000000
1824,3,1,9,70000000
1824,3,1,9,16000000
950,2,1,9,16000000
950,2,1,9,8500000
600,1,1,9,18000000
980,2,1,9,5400000
697,1,0,9,26500000
1050,2,1,9,26500000
1050,2,1,9,14000000
1050,2,0,9,14000000
1050,2,0,9,14000000
1050,2,0,9,2000000
780,2,1,9,65000000
5000,5,0,9,5700000
725,1,1,9,5700000
725,1,1,9,13799999
1050,2,1,9,13799999
1050,2,1,9,12600000
850,2,0,9,2000000
780,2,1,9,8500000
750,1,1,9,2000000
780,2,1,9,2000000
780,2,1,9,28000000
1500,3,1,9,2000000
780,2,1,9,2000000
780,2,1,9,2000000
780,2,1,9,2000000
780,2,1,9,2000000
780,2,1,9,2000000
780,2,1,9,2000000
780,2,1,9,2000000
780,2,1,9,14500000
1050,2,1,9,14500000
1050,2,1,9,21400000
1101,3,0,9,21400000
1101,3,0,9,16200000
872,2,0,9,2700000
560,1,1,9,42000000
2020,3,1,9,6498999
945,2,1,9,18800000
985,2,1,9,8000000
1300,2,1,9,6400000
495,1,1,9,6400000
495,1,1,9,3800000
678,1,1,9,85000000
1800,3,1,9,25000000
1445,3,1,9,6000000
660,1,0,9,6000000
660,1,0,9,35000000
1000,2,1,9,4300000
665,1,1,9,4000000
480,1,0,9,8200000
1055,2,0,9,6900000
1287,3,1,9,6900000
1287,3,1,9,16500000
980,2,1,9,4000000
685,1,1,9,16000000
826,2,0,9,8500000
1075,2,1,9,16000000
742,2,0,9,67500000
1800,3,1,9,16299999
742,2,0,9,120000000
2570,3,1,9,14600000
720,2,0,9,19500000
1400,2,0,9,3500000
360,1,1,9,29000000
1550,3,1,9,31000000
1600,3,1,9,35000000
1600,3,1,9,10000000
1050,2,1,9,16500000
840,2,1,9,16500000
840,2,1,9,60000000
1296,3,1,9,55000000
1296,3,1,9,30000000
900,2,1,9,37000000
1150,3,1,9,25500000
850,2,1,9,29500000
1000,2,1,9,7500000
800,1,1,9,26000000
1850,3,0,9,25500000
1850,3,0,9,9150000
1127,2,1,9,41500000
1850,3,0,9,43000000
3000,4,1,9,21500000
1450,2,0,9,13000000
1565,3,1,9,9500000
700,1,0,9,8500000
560,1,1,9,15200000
1140,2,1,9,14500000
1150,2,1,9,6700000
950,2,1,9,7500000
950,2,1,9,16600000
981,2,0,9,15500000
915,2,0,9,14900000
883,2,0,9,14800000
879,2,0,9,15700000
928,2,0,9,15500000
919,2,0,9,13500000
800,2,0,9,20000000
1012,3,0,9,12900000
766,2,0,9,2500000
728,1,0,9,11000000
600,1,1,9,17200000
1250,3,1,9,22500000
1780,3,1,9,12500000
745,2,1,9,6500000
465,1,1,9,11500000
780,2,1,9,6400000
365,1,1,9,23500000
1325,3,1,9,26500000
1200,3,1,9,18500000
1050,2,0,9,19900000
800,2,1,9,8500000
600,1,1,9,5800000
695,1,1,9,10100000
548,1,1,9,9500000
580,1,1,9,2450000
575,1,1,9,20000000
823,2,1,9,2100000
585,1,1,9,24000000
960,2,1,9,140000000
4320,4,1,9,17800000
1250,3,0,9,2200000
620,1,1,9,6500000
450,1,1,9,4800000
615,1,1,9,20000000
2500,5,1,9,12000000
680,2,1,9,5200000
350,1,1,9,2900000
200,1,1,9,2800000
200,1,0,9,2900000
220,1,0,9,2900000
220,1,1,9,3000000
225,1,1,9,2300000
225,1,1,9,3400000
450,1,1,9,8900000
750,1,0,9,19300000
1600,3,0,9,16399999
1065,2,1,9,16500000
1090,2,1,9,17500000
1120,2,1,9,13000000
1450,2,1,9,19000000
1350,3,1,9,5500000
725,1,1,9,14000000
780,2,1,9,7500000
550,1,1,9,11500000
860,2,1,9,56000000
1196,3,1,9,32500000
775,2,1,9,15500000
840,2,1,9,10900000
500,1,0,9,57500000
1266,3,1,9,60000000
1440,3,1,9,26000000
900,2,1,9,23600000
1242,3,1,9,16900000
888,2,1,9,16900000
888,2,1,9,29200000
2905,5,1,9,8600000
550,1,1,9,8600000
550,1,1,9,16800000
1690,3,1,9,16000000
1215,2,1,9,17500000
1000,2,0,9,30000000
1200,2,1,9,36500000
1500,2,1,9,27500000
1400,3,1,9,19600000
1010,2,1,9,30000000
1180,2,1,9,45000000
2905,4,1,9,29200000
2905,4,1,9,11500000
1120,2,1,9,16500000
1850,3,1,9,11000000
1050,2,1,9,25000000
550,2,1,9,6000000
1000,2,0,9,11500000
1350,2,0,9,8000000
640,1,1,9,3800000
660,1,0,9,6000000
1050,2,0,9,17000000
1700,3,1,9,35000000
1080,2,1,9,4000000
660,1,0,9,7450000
600,1,1,9,6700000
670,1,1,9,43000000
2195,3,1,9,8400000
1206,2,1,9,12800000
1800,3,0,9,3500000
735,1,0,9,3000000
665,1,0,9,3000000
665,1,0,9,30000000
1080,2,1,9,14000000
1000,2,1,9,9800000
600,1,1,9,15500000
610,1,1,9,15500000
610,1,1,9,16000000
995,2,1,9,11000000
585,1,1,9,9000000
578,1,1,9,16500000
970,2,1,9,19800000
1450,3,1,9,37000000
1600,3,1,9,37000000
1600,3,1,9,21500000
1200,3,1,9,15500000
850,2,1,9,13000000
1075,2,0,9,34000000
1166,3,0,9,22000000
788,3,0,9,22000000
788,3,0,9,8700000
675,1,0,9,11200000
650,1,0,9,13500000
850,2,1,9,9600000
515,1,1,9,11500000
600,1,1,9,38100000
1596,3,0,9,10000000
600,1,1,9,13300000
899,2,1,9,10500000
650,1,1,9,7300000
735,1,1,9,7000000
540,1,1,9,7300000
570,1,1,9,15500000
1300,3,1,9,9709000
1022,2,1,9,4200000
340,1,1,9,20000000
1000,2,1,9,16500000
850,2,1,9,11200000
650,1,0,9,25000000
790,2,0,9,19600000
985,2,1,9,36400000
1193,3,0,9,26500000
1250,2,1,9,100000000
2040,4,1,9,14600000
1135,2,1,9,14000000
750,2,1,9,7600000
1050,2,1,9,3000000
600,1,1,9,3000000
600,1,1,9,8100000
1175,2,0,9,13000000
650,1,1,9,8000000
520,1,1,9,110000000
1620,3,1,9,9900000
826,2,1,9,9000000
847,1,1,9,10000000
1020,2,1,9,10000000
850,2,1,9,10000000
650,1,1,9,35000000
864,2,1,9,45000000
780,2,1,9,50000000
1020,2,1,9,50000000
1020,2,1,9,13000000
1240,2,1,9,53000000
1130,3,0,9,7600000
1053,2,1,9,16500000
1660,3,1,9,16500000
1660,3,1,9,5500000
354,1,1,9,9000000
510,1,1,9,6000000
520,1,1,9,11000000
1300,2,1,9,8500000
783,2,1,9,8500000
783,2,1,9,27599999
1600,3,1,9,7500000
685,1,1,9,12700000
1050,2,0,9,13000000
1150,3,1,9,8500000
783,2,1,9,8500000
783,2,1,9,27599999
1600,3,1,9,7500000
685,1,1,9,12700000
1050,2,0,9,13000000
1150,3,1,9,6500000
683,1,1,9,3000000
715,1,1,9,3000000
715,1,1,9,2800000
545,1,1,9,16000000
580,1,1,9,8900000
600,1,1,9,78700000
2300,3,0,9,6217000
700,2,0,9,8020000
900,3,0,9,2400000
350,1,0,9,28700000
1670,3,1,9,17000000
712,2,1,9,47000000
2050,4,0,9,51000000
2600,3,1,9,23300000
1250,2,0,9,16000000
750,2,1,9,6500000
360,1,1,9,3000000
600,1,1,9,10500000
1540,3,0,9,110000000
1620,3,1,9,6350000
655,1,1,9,6419000
655,1,1,9,9500000
640,1,1,9,6000000
350,1,1,9,6100000
550,1,1,9,35000000
1405,3,1,9,6500000
365,1,1,9,25000000
700,2,1,9,20200000
1190,2,1,9,16000000
800,2,1,9,17000000
830,2,1,9,25500000
800,2,1,9,55000000
1030,2,0,9,41000000
1862,3,1,9,17000000
1050,2,0,9,58000000
3000,5,1,9,12800000
950,1,1,9,30000000
1792,3,1,9,22500000
1330,3,1,9,10000000
600,1,1,9,13500000
970,2,1,9,31000000
1456,3,1,9,37000000
2310,3,1,9,16000000
900,2,1,9,18000000
1050,2,1,9,18000000
1155,2,1,9,13500000
742,2,1,9,20000000
1095,2,1,9,35000000
2310,3,1,9,22000000
1290,2,1,9,11500000
630,1,1,9,14500000
1125,2,1,9,38500000
1660,4,1,9,22500000
1290,2,1,9,13000000
850,2,1,9,16500000
756,2,0,9,28500000
1485,3,0,9,19500000
1150,2,0,9,2700000
580,1,1,9,74500000
3582,3,0,9,71500000
3182,3,0,9,3500000
650,1,1,9,23500000
1100,3,1,9,28500000
1485,3,0,9,19500000
1150,2,0,9,2800000
690,1,0,9,3300000
665,1,1,9,3300000
665,1,1,9,4000000
650,1,1,9,5250000
650,1,1,9,3951000
650,1,1,9,7500000
1150,2,1,9,4500000
680,1,1,9,4500000
680,1,1,9,4151000
650,1,1,9,4151000
650,1,1,9,3500000
650,1,1,9,3500000
650,1,1,9,2899000
450,1,1,9,5999000
945,2,1,9,5699000
905,2,1,9,4099000
588,1,1,9,6500000
902,2,1,9,5499000
902,2,1,9,4099000
